order_id,payment_type,payment_installments,payment_value
ORD204720,Credit_Card,7,60
ORD213200,Bank_Transfer,9,150
ORD241594,Credit Card,1,100
ORD231692,Bank_Transfer,2,200
ORD228059,Voucher,10,40
ORD242134,Credit_Card,1,150
ORD236921,Credit Card,10,150
ORD246188,Credit Card,3,200
ORD207919,Credit Card,9,200
ORD216550,Credit_Card,8,150
ORD229944,Voucher,8,40
ORD213863,Voucher,7,100
ORD219268,Bank_Transfer,1,100
ORD233728,Bank_Transfer,4,150
ORD224926,Bank_Transfer,4,200
ORD225066,Voucher,7,40
ORD249343,Credit_Card,3,
ORD223451,Voucher,10,200
ORD212168,Credit_Card,6,200
ORD213992,Voucher,11,150
ORD231622,Debit_Card,4,40
ORD204359,Credit_Card,10,20
ORD208476,Credit_Card,3,150
ORD235004,Credit_Card,9,60
ORD237049,Credit_Card,5,100
ORD202542,Credit Card,3,100
ORD235704,Voucher,5,
ORD202309,Voucher,5,60
ORD209599,Voucher,4,150
ORD242228,Credit_Card,3,
ORD211591,Debit_Card,4,40
ORD243050,Debit_Card,5,60
ORD221307,Bank_Transfer,4,
ORD227908,Bank_Transfer,3,
ORD227293,Debit_Card,4,60
ORD218237,Credit_Card,10,200
ORD217865,Credit Card,3,40
ORD233873,Credit Card,5,
ORD211515,Credit Card,11,60
ORD220796,Credit_Card,1,20
ORD232301,Voucher,1,40
ORD204898,Bank_Transfer,6,
ORD222468,Bank_Transfer,7,100
ORD229079,Credit Card,9,100
ORD210537,Credit Card,7,20
ORD208322,Credit Card,11,200
ORD230306,Credit_Card,8,
ORD241972,Debit_Card,10,150
ORD215595,Credit_Card,6,150
ORD222371,Credit Card,6,
ORD238776,Credit Card,7,60
ORD235950,Debit_Card,9,40
ORD230045,Credit_Card,8,150
ORD244645,Voucher,1,100
ORD204839,Bank_Transfer,5,60
ORD233097,Debit_Card,5,200
ORD247121,Credit Card,1,150
ORD246256,Debit_Card,3,200
ORD220024,Credit Card,1,
ORD236359,Credit Card,6,
ORD222224,Voucher,11,100
ORD235028,Credit_Card,8,20
ORD216078,Voucher,9,
ORD220416,Voucher,2,200
ORD247306,Credit_Card,4,150
ORD226669,Credit Card,6,40
ORD219855,Voucher,11,150
ORD222880,Bank_Transfer,10,
ORD206083,Voucher,1,40
ORD217858,Debit_Card,1,150
ORD228924,Bank_Transfer,2,20
ORD216453,Voucher,7,
ORD243373,Voucher,5,150
ORD219320,Voucher,1,
ORD240654,Bank_Transfer,1,100
ORD212196,Bank_Transfer,1,20
ORD240449,Credit Card,9,200
ORD201632,Voucher,1,100
ORD243287,Credit Card,8,40
ORD211894,Bank_Transfer,7,40
ORD236705,Debit_Card,4,20
ORD246073,Credit Card,9,20
ORD248980,Credit_Card,3,20
ORD242244,Credit Card,2,100
ORD238454,Credit_Card,9,100
ORD209180,Bank_Transfer,2,200
ORD224292,Debit_Card,3,40
ORD210792,Voucher,1,150
ORD233588,Credit_Card,7,60
ORD219066,Bank_Transfer,6,150
ORD220529,Credit_Card,11,200
ORD210730,Credit Card,5,200
ORD220207,Voucher,4,60
ORD212415,Credit_Card,11,40
ORD238205,Debit_Card,4,40
ORD204442,Debit_Card,1,150
ORD231604,Bank_Transfer,11,150
ORD217205,Voucher,11,150
ORD222265,Debit_Card,5,40
ORD241104,Bank_Transfer,5,60
ORD228709,Credit Card,3,200
ORD228234,Debit_Card,8,20
ORD222218,Credit Card,9,100
ORD220379,Bank_Transfer,11,200
ORD234151,Voucher,1,40
ORD244863,Credit_Card,4,100
ORD240899,Voucher,3,150
ORD205515,Credit_Card,8,20
ORD236318,Bank_Transfer,4,40
ORD219784,Bank_Transfer,3,20
ORD229708,Credit Card,9,
ORD217663,Credit_Card,9,200
ORD211105,Credit_Card,8,150
ORD239231,Credit Card,3,20
ORD204187,Debit_Card,9,40
ORD216856,Debit_Card,2,40
ORD244649,Credit_Card,11,60
ORD207257,Bank_Transfer,1,20
ORD226181,Credit_Card,3,20
ORD226987,Credit_Card,11,
ORD226472,Credit_Card,6,150
ORD200476,Bank_Transfer,9,40
ORD229135,Voucher,5,100
ORD232097,Credit_Card,7,200
ORD248409,Voucher,4,100
ORD237953,Bank_Transfer,5,200
ORD221557,Debit_Card,3,200
ORD210553,Credit_Card,5,200
ORD212689,Debit_Card,8,
ORD218090,Credit Card,11,150
ORD222148,Credit Card,1,200
ORD216215,Voucher,8,100
ORD246105,Credit_Card,3,100
ORD229427,Credit_Card,4,100
ORD231719,Credit Card,4,200
ORD203534,Debit_Card,6,150
ORD211475,Debit_Card,4,40
ORD220936,Voucher,7,40
ORD232370,Credit Card,10,
ORD216400,Voucher,1,20
ORD236333,Bank_Transfer,1,150
ORD204183,Debit_Card,11,20
ORD213692,Credit_Card,9,150
ORD235256,Debit_Card,6,40
ORD213693,Bank_Transfer,4,150
ORD224702,Credit_Card,9,
ORD224890,Credit Card,1,20
ORD205966,Credit_Card,3,20
ORD226943,Credit_Card,3,60
ORD224840,Credit_Card,5,20
ORD226488,Credit_Card,3,100
ORD224783,Credit Card,8,60
ORD223269,Debit_Card,8,20
ORD202113,Credit Card,10,20
ORD226259,Credit Card,4,
ORD226367,Credit_Card,6,60
ORD214601,Credit_Card,4,200
ORD221598,Bank_Transfer,4,60
ORD215463,Credit Card,2,200
ORD237007,Credit_Card,5,100
ORD227457,Debit_Card,6,150
ORD241342,Bank_Transfer,3,40
ORD208405,Credit_Card,9,20
ORD211150,Debit_Card,5,60
ORD227119,Voucher,6,40
ORD249389,Credit_Card,8,
ORD236570,Credit Card,10,40
ORD215011,Credit_Card,2,40
ORD240123,Debit_Card,2,100
ORD231119,Voucher,4,20
ORD205876,Credit_Card,8,60
ORD239616,Bank_Transfer,10,20
ORD236553,Voucher,7,60
ORD204458,Voucher,7,60
ORD208957,Bank_Transfer,2,150
ORD213673,Bank_Transfer,5,60
ORD226134,Credit_Card,4,100
ORD237186,Credit Card,2,200
ORD217458,Bank_Transfer,1,20
ORD203358,Credit Card,8,100
ORD237037,Credit Card,5,40
ORD227146,Voucher,3,200
ORD215309,Credit Card,7,200
ORD227834,Credit Card,10,200
ORD225506,Voucher,9,40
ORD222523,Bank_Transfer,1,200
ORD237067,Debit_Card,2,60
ORD209255,Debit_Card,10,150
ORD248429,Voucher,5,20
ORD241475,Credit_Card,6,
ORD245234,Debit_Card,7,200
ORD219033,Voucher,5,100
ORD248116,Credit_Card,1,
ORD207149,Credit_Card,7,20
ORD203966,Bank_Transfer,7,20
ORD228088,Bank_Transfer,6,
ORD217464,Voucher,2,200
ORD215052,Debit_Card,8,
ORD235097,Credit Card,2,20
ORD206090,Bank_Transfer,5,200
ORD225176,Credit Card,10,
ORD211982,Credit Card,8,40
ORD245192,Debit_Card,10,20
ORD229283,Debit_Card,11,20
ORD206999,Credit Card,1,40
ORD240122,Credit_Card,5,40
ORD213058,Voucher,2,150
ORD249759,Voucher,7,20
ORD205317,Voucher,9,40
ORD240473,Debit_Card,7,40
ORD242415,Voucher,2,200
ORD232967,Debit_Card,2,100
ORD205979,Debit_Card,2,60
ORD228902,Voucher,4,40
ORD225662,Bank_Transfer,9,40
ORD242661,Debit_Card,8,
ORD233625,Credit_Card,3,200
ORD200963,Debit_Card,1,100
ORD233615,Voucher,11,100
ORD213583,Bank_Transfer,4,60
ORD236492,Voucher,2,
ORD222740,Debit_Card,7,200
ORD224429,Credit_Card,11,100
ORD219048,Debit_Card,5,40
ORD223911,Debit_Card,7,100
ORD219505,Bank_Transfer,11,20
ORD215942,Credit_Card,3,100
ORD244965,Bank_Transfer,1,
ORD206269,Credit Card,10,40
ORD200968,Credit Card,11,20
ORD207738,Credit_Card,4,
ORD220260,Credit Card,11,60
ORD230243,Credit Card,7,200
ORD228707,Credit Card,11,200
ORD214961,Credit Card,8,60
ORD249171,Credit Card,2,40
ORD243691,Voucher,4,
ORD239040,Debit_Card,6,40
ORD238229,Voucher,8,100
ORD219711,Voucher,1,20
ORD247193,Bank_Transfer,7,100
ORD244055,Bank_Transfer,3,40
ORD232363,Voucher,8,150
ORD245661,Voucher,1,150
ORD242678,Credit Card,2,150
ORD216399,Credit Card,3,100
ORD213418,Bank_Transfer,10,60
ORD217489,Debit_Card,2,60
ORD207495,Credit Card,1,
ORD218389,Bank_Transfer,4,40
ORD220178,Voucher,5,20
ORD232391,Credit_Card,8,100
ORD214105,Credit Card,5,20
ORD205092,Bank_Transfer,2,
ORD223221,Credit_Card,8,20
ORD245404,Debit_Card,2,60
ORD201948,Bank_Transfer,2,200
ORD218568,Credit_Card,8,60
ORD248152,Credit_Card,4,200
ORD229925,Debit_Card,5,150
ORD242533,Bank_Transfer,3,
ORD211750,Debit_Card,3,60
ORD238541,Voucher,2,200
ORD245257,Bank_Transfer,10,20
ORD200413,Voucher,7,100
ORD246958,Voucher,6,150
ORD219419,Credit Card,9,200
ORD213850,Credit Card,10,150
ORD229297,Credit Card,5,40
ORD217117,Voucher,8,40
ORD240379,Credit_Card,4,
ORD201288,Debit_Card,11,150
ORD246888,Credit Card,11,60
ORD224278,Credit_Card,3,40
ORD242505,Voucher,10,150
ORD232395,Bank_Transfer,1,200
ORD222170,Credit Card,5,20
ORD215675,Credit_Card,3,40
ORD209900,Credit_Card,3,150
ORD225171,Debit_Card,2,40
ORD245983,Debit_Card,7,40
ORD217027,Credit_Card,5,100
ORD236375,Debit_Card,9,200
ORD236600,Voucher,2,100
ORD203513,Voucher,5,100
ORD205665,Voucher,9,20
ORD220824,Voucher,3,
ORD236471,Credit Card,8,100
ORD230485,Credit_Card,4,
ORD216309,Credit Card,3,60
ORD225802,Bank_Transfer,4,200
ORD235871,Voucher,2,60
ORD239421,Debit_Card,7,150
ORD211646,Bank_Transfer,6,
ORD211420,Voucher,3,100
ORD224427,Credit Card,2,40
ORD214750,Voucher,8,100
ORD243395,Voucher,4,60
ORD226101,Credit Card,1,40
ORD230353,Credit_Card,3,150
ORD235009,Credit_Card,10,100
ORD219802,Credit_Card,3,20
ORD202420,Voucher,7,60
ORD205828,Bank_Transfer,1,40
ORD239808,Credit_Card,3,100
ORD209711,Credit_Card,6,150
ORD233506,Voucher,9,20
ORD226996,Voucher,7,150
ORD228309,Voucher,7,100
ORD207500,Bank_Transfer,11,20
ORD201997,Voucher,1,150
ORD220712,Bank_Transfer,5,20
ORD206934,Credit Card,5,20
ORD211680,Bank_Transfer,10,150
ORD204966,Bank_Transfer,11,40
ORD206810,Credit_Card,11,20
ORD219164,Debit_Card,10,150
ORD220774,Credit Card,6,
ORD222300,Voucher,3,20
ORD247158,Voucher,10,150
ORD232403,Credit Card,4,200
ORD238073,Voucher,4,40
ORD226792,Bank_Transfer,5,
ORD245424,Debit_Card,11,200
ORD206287,Credit_Card,1,40
ORD201574,Debit_Card,5,20
ORD214925,Bank_Transfer,11,100
ORD227155,Bank_Transfer,10,100
ORD232776,Bank_Transfer,6,60
ORD247714,Credit_Card,6,
ORD232219,Credit_Card,1,60
ORD220653,Bank_Transfer,3,
ORD222693,Voucher,5,20
ORD201466,Bank_Transfer,6,150
ORD202904,Credit Card,4,150
ORD230138,Debit_Card,1,40
ORD221581,Credit Card,3,100
ORD218835,Bank_Transfer,1,40
ORD225584,Credit Card,1,60
ORD212470,Bank_Transfer,11,200
ORD225248,Debit_Card,1,60
ORD235195,Debit_Card,3,60
ORD247665,Credit Card,2,100
ORD225695,Credit Card,6,100
ORD246124,Voucher,7,60
ORD240430,Voucher,8,200
ORD246594,Bank_Transfer,11,40
ORD249519,Credit Card,11,100
ORD229450,Credit_Card,6,
ORD244047,Voucher,5,
ORD236736,Credit_Card,7,200
ORD249010,Credit_Card,10,20
ORD206429,Credit Card,2,150
ORD241011,Credit_Card,5,40
ORD209143,Bank_Transfer,8,20
ORD249453,Debit_Card,2,150
ORD231207,Credit Card,8,200
ORD204576,Credit_Card,5,40
ORD245413,Debit_Card,7,60
ORD230703,Credit Card,4,20
ORD230730,Credit_Card,4,40
ORD244004,Credit_Card,6,150
ORD204345,Voucher,7,20
ORD217959,Credit Card,5,60
ORD234128,Credit_Card,4,
ORD244444,Voucher,1,20
ORD229495,Bank_Transfer,3,200
ORD240534,Voucher,5,200
ORD218045,Credit Card,7,200
ORD217702,Bank_Transfer,5,
ORD204117,Bank_Transfer,2,
ORD234113,Bank_Transfer,1,40
ORD204896,Credit_Card,8,40
ORD224974,Voucher,3,150
ORD204978,Debit_Card,3,40
ORD240071,Voucher,5,60
ORD207648,Credit Card,4,
ORD239551,Credit Card,3,200
ORD247995,Debit_Card,8,
ORD203913,Bank_Transfer,7,
ORD226842,Debit_Card,11,150
ORD229602,Credit Card,4,60
ORD234824,Credit Card,2,40
ORD212725,Credit_Card,4,20
ORD221686,Credit_Card,4,100
ORD247922,Debit_Card,11,
ORD244099,Bank_Transfer,1,60
ORD246772,Bank_Transfer,4,150
ORD206677,Bank_Transfer,11,100
ORD223577,Bank_Transfer,9,60
ORD232844,Debit_Card,8,40
ORD233897,Bank_Transfer,8,200
ORD227883,Credit_Card,5,100
ORD232021,Voucher,3,
ORD206364,Voucher,11,20
ORD240560,Bank_Transfer,4,60
ORD216926,Voucher,3,60
ORD221342,Credit_Card,10,200
ORD243716,Credit Card,10,200
ORD224708,Debit_Card,10,
ORD236069,Bank_Transfer,9,40
ORD228553,Voucher,6,100
ORD239499,Bank_Transfer,7,150
ORD247741,Credit_Card,4,150
ORD212456,Bank_Transfer,5,60
ORD235154,Bank_Transfer,2,
ORD208235,Credit Card,2,
ORD204976,Credit_Card,3,40
ORD213193,Debit_Card,6,
ORD219461,Bank_Transfer,5,60
ORD222266,Voucher,2,150
ORD224312,Credit Card,2,100
ORD243503,Debit_Card,7,150
ORD221777,Voucher,2,
ORD245562,Voucher,7,
ORD220022,Voucher,4,100
ORD211667,Debit_Card,4,200
ORD234113,Credit_Card,10,20
ORD227031,Credit Card,11,100
ORD234457,Bank_Transfer,4,200
ORD243113,Credit_Card,3,100
ORD208498,Credit_Card,10,40
ORD205189,Voucher,1,100
ORD237383,Credit_Card,7,40
ORD233150,Bank_Transfer,2,60
ORD235953,Debit_Card,11,100
ORD230101,Debit_Card,5,
ORD240226,Credit_Card,7,200
ORD212146,Credit_Card,7,60
ORD232980,Debit_Card,2,
ORD211155,Credit Card,7,60
ORD207659,Debit_Card,6,20
ORD242207,Bank_Transfer,5,20
ORD248827,Credit Card,1,100
ORD232295,Credit Card,7,20
ORD227750,Credit_Card,11,200
ORD242680,Bank_Transfer,5,150
ORD229870,Debit_Card,11,40
ORD215391,Bank_Transfer,2,200
ORD240264,Debit_Card,8,200
ORD228699,Debit_Card,1,20
ORD240475,Credit Card,8,20
ORD222392,Bank_Transfer,10,100
ORD208603,Bank_Transfer,7,20
ORD236302,Voucher,5,40
ORD218681,Credit Card,4,20
ORD227439,Bank_Transfer,9,20
ORD216630,Credit_Card,2,150
ORD236197,Credit Card,11,60
ORD210510,Debit_Card,11,20
ORD212187,Voucher,9,40
ORD228000,Bank_Transfer,5,200
ORD202737,Debit_Card,10,40
ORD221985,Bank_Transfer,6,
ORD212717,Voucher,3,20
ORD213933,Debit_Card,1,20
ORD248327,Credit_Card,9,200
ORD220233,Credit Card,11,60
ORD247997,Credit_Card,7,40
ORD239877,Voucher,9,60
ORD247588,Voucher,10,200
ORD201065,Bank_Transfer,10,60
ORD235978,Voucher,10,60
ORD238443,Credit_Card,11,20
ORD230001,Debit_Card,7,20
ORD242109,Credit Card,11,60
ORD240617,Credit_Card,6,40
ORD207908,Voucher,10,20
ORD218662,Credit Card,11,60
ORD203263,Bank_Transfer,1,150
ORD218477,Debit_Card,10,60
ORD216041,Credit_Card,9,100
ORD210003,Credit_Card,4,60
ORD241041,Bank_Transfer,7,150
ORD203022,Debit_Card,1,60
ORD237555,Credit Card,8,200
ORD239247,Credit Card,3,100
ORD243831,Debit_Card,7,20
ORD241849,Voucher,10,40
ORD243813,Voucher,3,200
ORD235978,Credit_Card,3,200
ORD240046,Credit Card,8,60
ORD221150,Debit_Card,1,20
ORD228905,Credit_Card,2,150
ORD214617,Debit_Card,7,40
ORD245291,Voucher,2,
ORD210170,Credit Card,7,100
ORD244117,Debit_Card,1,150
ORD227652,Credit_Card,9,100
ORD240325,Bank_Transfer,3,200
ORD221459,Bank_Transfer,11,
ORD244677,Voucher,8,200
ORD237880,Voucher,11,100
ORD249724,Credit_Card,11,100
ORD249002,Credit_Card,3,60
ORD212948,Credit Card,8,100
ORD205339,Credit_Card,4,40
ORD245597,Bank_Transfer,1,200
ORD200858,Voucher,2,200
ORD211122,Credit_Card,4,100
ORD242153,Credit_Card,6,60
ORD217585,Credit_Card,9,100
ORD206683,Debit_Card,4,60
ORD242746,Voucher,4,
ORD221269,Credit Card,3,60
ORD249406,Bank_Transfer,8,
ORD228303,Voucher,1,60
ORD232132,Debit_Card,9,200
ORD204695,Debit_Card,2,200
ORD219547,Voucher,1,40
ORD217301,Credit_Card,9,
ORD215188,Credit Card,9,150
ORD215551,Bank_Transfer,9,40
ORD222434,Credit Card,7,200
ORD246126,Bank_Transfer,8,60
ORD245622,Bank_Transfer,2,200
ORD227977,Debit_Card,11,
ORD204120,Debit_Card,9,100
ORD235172,Debit_Card,4,60
ORD224336,Voucher,11,60
ORD214651,Credit Card,7,20
ORD217669,Bank_Transfer,3,200
ORD244510,Debit_Card,6,20
ORD203383,Credit Card,1,40
ORD205650,Credit Card,1,20
ORD217106,Voucher,3,150
ORD237421,Debit_Card,6,60
ORD201687,Voucher,2,20
ORD244052,Voucher,3,150
ORD219999,Credit_Card,10,
ORD211992,Voucher,4,40
ORD249013,Bank_Transfer,2,20
ORD218270,Bank_Transfer,9,100
ORD212329,Credit_Card,1,60
ORD210123,Voucher,2,40
ORD247675,Credit Card,9,20
ORD226458,Debit_Card,9,200
ORD219481,Voucher,9,200
ORD222359,Credit Card,5,20
ORD215112,Credit_Card,1,20
ORD229222,Bank_Transfer,10,60
ORD207125,Debit_Card,9,150
ORD240182,Bank_Transfer,10,
ORD242783,Debit_Card,2,
ORD241765,Debit_Card,10,100
ORD206166,Debit_Card,1,
ORD208766,Voucher,4,200
ORD247020,Debit_Card,11,200
ORD206823,Credit_Card,8,40
ORD228801,Voucher,9,20
ORD227120,Credit_Card,3,100
ORD235596,Bank_Transfer,5,40
ORD233671,Credit_Card,11,200
ORD221792,Credit Card,3,
ORD235290,Credit_Card,4,40
ORD223922,Voucher,8,40
ORD239605,Voucher,8,40
ORD228295,Bank_Transfer,6,
ORD228874,Credit Card,5,40
ORD231908,Voucher,7,200
ORD235042,Bank_Transfer,9,40
ORD220913,Debit_Card,5,150
ORD249659,Bank_Transfer,4,20
ORD208540,Credit Card,11,20
ORD207179,Credit_Card,10,60
ORD213038,Debit_Card,4,20
ORD211222,Voucher,5,60
ORD236393,Voucher,1,40
ORD229011,Credit_Card,8,20
ORD228199,Debit_Card,7,100
ORD201004,Debit_Card,11,150
ORD211750,Bank_Transfer,4,150
ORD247261,Voucher,5,150
ORD207939,Bank_Transfer,7,150
ORD211412,Debit_Card,7,100
ORD237694,Debit_Card,10,60
ORD213284,Bank_Transfer,9,200
ORD242089,Bank_Transfer,7,200
ORD249000,Debit_Card,11,40
ORD239052,Voucher,4,
ORD247190,Bank_Transfer,2,150
ORD219326,Debit_Card,7,40
ORD200680,Credit Card,5,20
ORD246975,Debit_Card,2,20
ORD214645,Voucher,8,200
ORD233813,Credit Card,6,20
ORD245692,Credit_Card,3,20
ORD234051,Bank_Transfer,11,20
ORD210132,Credit Card,11,20
ORD247009,Credit Card,8,
ORD211337,Credit Card,6,150
ORD228124,Debit_Card,6,150
ORD225914,Bank_Transfer,11,
ORD226870,Debit_Card,7,150
ORD202828,Credit_Card,4,
ORD200521,Debit_Card,3,150
ORD235241,Credit Card,9,60
ORD226466,Credit Card,1,20
ORD235855,Credit Card,2,60
ORD236149,Debit_Card,10,100
ORD212817,Credit_Card,7,100
ORD210658,Credit_Card,10,100
ORD204250,Credit Card,3,60
ORD207918,Debit_Card,7,
ORD207384,Credit_Card,5,100
ORD224269,Debit_Card,10,150
ORD236179,Voucher,8,200
ORD233768,Credit_Card,4,60
ORD224334,Credit_Card,1,
ORD247449,Credit_Card,11,60
ORD243986,Voucher,8,100
ORD230239,Credit_Card,10,40
ORD230778,Debit_Card,10,100
ORD216866,Bank_Transfer,2,40
ORD219266,Bank_Transfer,7,150
ORD209315,Bank_Transfer,10,60
ORD240305,Credit_Card,3,20
ORD220467,Credit_Card,9,150
ORD228327,Voucher,11,
ORD247275,Bank_Transfer,8,20
ORD200385,Credit Card,11,
ORD225870,Bank_Transfer,10,20
ORD220976,Credit_Card,4,200
ORD205581,Voucher,7,20
ORD246133,Credit_Card,9,40
ORD229083,Bank_Transfer,2,60
ORD215313,Credit Card,3,100
ORD247829,Credit_Card,8,100
ORD237611,Credit_Card,7,200
ORD212978,Credit Card,2,150
ORD212045,Debit_Card,2,200
ORD244869,Credit_Card,10,150
ORD213345,Credit Card,9,100
ORD205463,Credit Card,4,20
ORD246277,Credit Card,8,200
ORD203735,Voucher,11,200
ORD228136,Voucher,7,40
ORD206119,Bank_Transfer,2,200
ORD228146,Credit_Card,4,200
ORD201613,Credit Card,6,20
ORD234715,Debit_Card,7,150
ORD200996,Credit Card,4,150
ORD222594,Debit_Card,7,60
ORD214134,Credit_Card,11,150
ORD218051,Credit Card,8,60
ORD209052,Debit_Card,2,100
ORD203427,Credit Card,7,150
ORD205853,Bank_Transfer,4,
ORD206391,Bank_Transfer,5,20
ORD248181,Credit_Card,1,20
ORD220234,Credit_Card,7,200
ORD246682,Credit_Card,1,20
ORD204141,Debit_Card,8,40
ORD205635,Bank_Transfer,11,150
ORD235222,Credit Card,3,60
ORD240593,Credit Card,5,20
ORD232755,Credit Card,11,100
ORD218173,Credit Card,9,150
ORD219784,Credit Card,9,40
ORD225100,Debit_Card,9,60
ORD244271,Bank_Transfer,10,200
ORD218502,Bank_Transfer,9,20
ORD207038,Debit_Card,6,100
ORD233937,Debit_Card,5,200
ORD210083,Credit_Card,9,40
ORD214102,Voucher,7,200
ORD220467,Debit_Card,6,200
ORD241209,Credit_Card,7,150
ORD206538,Credit Card,2,20
ORD228655,Bank_Transfer,10,100
ORD220445,Bank_Transfer,7,150
ORD247970,Credit_Card,4,100
ORD231277,Credit_Card,8,20
ORD242543,Credit Card,9,100
ORD222154,Debit_Card,3,100
ORD208222,Bank_Transfer,3,40
ORD211643,Bank_Transfer,10,150
ORD244846,Credit Card,9,100
ORD228136,Bank_Transfer,7,100
ORD227624,Bank_Transfer,1,
ORD209016,Credit Card,3,150
ORD218187,Bank_Transfer,10,150
ORD202170,Credit Card,10,
ORD214028,Voucher,5,150
ORD233056,Bank_Transfer,11,100
ORD248882,Credit_Card,7,200
ORD206473,Voucher,6,150
ORD201751,Voucher,2,150
ORD226188,Debit_Card,5,100
ORD237480,Debit_Card,2,200
ORD208472,Bank_Transfer,6,150
ORD206214,Credit_Card,9,60
ORD211498,Credit Card,2,
ORD244187,Bank_Transfer,11,40
ORD214839,Credit Card,10,20
ORD220945,Credit Card,8,
ORD246732,Voucher,5,40
ORD217097,Credit_Card,1,20
ORD209194,Credit Card,1,40
ORD226775,Debit_Card,5,60
ORD215149,Credit_Card,7,200
ORD238828,Bank_Transfer,1,60
ORD214185,Credit_Card,8,200
ORD231061,Credit Card,2,200
ORD245836,Credit_Card,4,60
ORD218200,Voucher,3,20
ORD237715,Voucher,11,200
ORD242171,Bank_Transfer,1,20
ORD224858,Credit_Card,10,40
ORD249704,Bank_Transfer,10,40
ORD237498,Debit_Card,7,40
ORD246830,Debit_Card,5,40
ORD208456,Credit Card,8,200
ORD232212,Debit_Card,8,
ORD237038,Credit_Card,3,150
ORD248704,Credit_Card,11,20
ORD231248,Voucher,2,200
ORD200882,Credit Card,8,20
ORD230000,Debit_Card,9,40
ORD207895,Debit_Card,2,20
ORD213126,Debit_Card,3,200
ORD207210,Debit_Card,11,20
ORD246711,Credit_Card,9,100
ORD203293,Bank_Transfer,2,150
ORD236081,Bank_Transfer,7,
ORD229882,Debit_Card,9,100
ORD229953,Bank_Transfer,10,200
ORD246293,Credit_Card,6,
ORD202694,Credit_Card,10,20
ORD231511,Voucher,3,60
ORD225769,Credit Card,2,100
ORD213185,Debit_Card,8,20
ORD205941,Credit_Card,5,200
ORD218680,Debit_Card,2,
ORD224555,Debit_Card,11,
ORD220334,Voucher,5,200
ORD244565,Credit Card,1,200
ORD213598,Credit_Card,9,
ORD216850,Voucher,1,20
ORD222016,Voucher,2,200
ORD208116,Debit_Card,11,200
ORD206032,Credit Card,6,20
ORD212069,Debit_Card,1,60
ORD242899,Credit_Card,6,60
ORD202255,Bank_Transfer,4,
ORD201033,Credit_Card,11,40
ORD242375,Bank_Transfer,1,20
ORD220629,Voucher,2,
ORD236414,Credit Card,6,40
ORD228896,Bank_Transfer,3,60
ORD222078,Credit Card,2,150
ORD228953,Voucher,7,40
ORD239098,Credit Card,8,40
ORD213116,Bank_Transfer,5,60
ORD222935,Credit Card,11,100
ORD230768,Voucher,10,40
ORD244084,Bank_Transfer,7,200
ORD200427,Credit_Card,1,60
ORD213690,Bank_Transfer,11,150
ORD215882,Credit Card,4,100
ORD225796,Voucher,5,40
ORD240499,Debit_Card,2,20
ORD207742,Debit_Card,5,20
ORD201228,Bank_Transfer,1,200
ORD216565,Credit_Card,1,40
ORD249904,Debit_Card,8,150
ORD205494,Voucher,7,
ORD215642,Credit Card,10,
ORD223848,Credit Card,8,
ORD233399,Bank_Transfer,6,100
ORD205477,Bank_Transfer,5,150
ORD223713,Credit Card,4,
ORD244241,Bank_Transfer,1,200
ORD227666,Credit Card,11,200
ORD233119,Credit_Card,3,20
ORD216327,Bank_Transfer,11,60
ORD238429,Voucher,7,40
ORD233566,Bank_Transfer,3,200
ORD233924,Voucher,7,60
ORD238925,Credit_Card,1,200
ORD217465,Bank_Transfer,3,100
ORD222759,Credit_Card,3,150
ORD236095,Debit_Card,9,200
ORD236142,Credit_Card,6,100
ORD234427,Credit_Card,10,200
ORD204077,Voucher,1,150
ORD235066,Credit_Card,11,20
ORD207186,Bank_Transfer,4,60
ORD201700,Bank_Transfer,6,40
ORD247198,Voucher,2,150
ORD209727,Voucher,3,150
ORD234151,Voucher,11,100
ORD203552,Credit_Card,4,40
ORD212924,Bank_Transfer,1,200
ORD224523,Bank_Transfer,6,150
ORD231917,Debit_Card,11,40
ORD230113,Debit_Card,5,100
ORD247779,Bank_Transfer,5,60
ORD209269,Credit_Card,3,150
ORD223430,Debit_Card,4,150
ORD205724,Credit_Card,5,
ORD202449,Bank_Transfer,9,60
ORD234288,Debit_Card,7,40
ORD244715,Bank_Transfer,6,100
ORD216840,Bank_Transfer,9,
ORD215293,Credit_Card,3,40
ORD238500,Debit_Card,7,60
ORD215173,Credit Card,4,150
ORD238179,Voucher,9,150
ORD227499,Credit_Card,10,20
ORD231000,Debit_Card,6,200
ORD212679,Voucher,8,150
ORD213508,Credit_Card,3,
ORD203249,Debit_Card,4,40
ORD210971,Credit Card,8,
ORD226019,Voucher,6,100
ORD217250,Credit_Card,3,150
ORD221180,Bank_Transfer,8,150
ORD218287,Debit_Card,2,200
ORD230183,Credit Card,9,150
ORD227032,Credit_Card,2,60
ORD224625,Credit Card,5,200
ORD237839,Credit_Card,2,100
ORD219088,Credit Card,3,20
ORD208220,Credit_Card,9,
ORD214825,Debit_Card,2,
ORD226503,Credit Card,10,40
ORD201825,Bank_Transfer,5,200
ORD200058,Credit Card,9,150
ORD204009,Bank_Transfer,8,20
ORD204693,Debit_Card,10,60
ORD204027,Bank_Transfer,7,
ORD240366,Bank_Transfer,7,200
ORD213832,Bank_Transfer,10,
ORD209982,Debit_Card,11,150
ORD213198,Bank_Transfer,4,150
